fund_id,fonds,veld,oud,nieuw
219,Kring Grolsch (Centraal Beheer),deelnemers_slapers,,769
219,Kring Grolsch (Centraal Beheer),deelnemers_actief,,583
220,Kring Chemours (Centraal Beheer),deelnemers_gepensioneerd,,87
220,Kring Chemours (Centraal Beheer),deelnemers_slapers,,85
220,Kring Chemours (Centraal Beheer),deelnemers_actief,,236
221,Kring ESN (Centraal Beheer),deelnemers_gepensioneerd,,85
221,Kring ESN (Centraal Beheer),deelnemers_slapers,,194
221,Kring ESN (Centraal Beheer),deelnemers_actief,,170
222,Kring HP Nederland (Centraal Beheer),deelnemers_gepensioneerd,,102
222,Kring HP Nederland (Centraal Beheer),deelnemers_slapers,,405
222,Kring HP Nederland (Centraal Beheer),deelnemers_actief,,159
223,Kring Bavaria (Centraal Beheer),deelnemers_gepensioneerd,,452
223,Kring Bavaria (Centraal Beheer),deelnemers_slapers,,1484
223,Kring Bavaria (Centraal Beheer),deelnemers_actief,,27
224,Kring E-DC (De Nationale),deelnemers_totaal,,1109
227,Kring Holland Casino (Stap),deelnemers_totaal,,11078
227,Kring Holland Casino (Stap),deelnemers_gepensioneerd,,1486
227,Kring Holland Casino (Stap),deelnemers_slapers,,5679
227,Kring Holland Casino (Stap),deelnemers_actief,,3913
228,Kring IFF (Stap),deelnemers_totaal,,2852
228,Kring IFF (Stap),deelnemers_gepensioneerd,,573
228,Kring IFF (Stap),deelnemers_slapers,,1182
228,Kring IFF (Stap),deelnemers_actief,,1097
229,Kring Flexibele Regeling (HNPF),deelnemers_totaal,,8413
229,Kring Flexibele Regeling (HNPF),deelnemers_gepensioneerd,,10
229,Kring Flexibele Regeling (HNPF),deelnemers_slapers,,2941
229,Kring Flexibele Regeling (HNPF),deelnemers_actief,,5462
230,Pensioenkring Cargill (HNPF),deelnemers_totaal,,759
230,Pensioenkring Cargill (HNPF),deelnemers_gepensioneerd,,218
230,Pensioenkring Cargill (HNPF),deelnemers_slapers,,213
230,Pensioenkring Cargill (HNPF),deelnemers_actief,,328
123,Rabobank,deelnemers_slapers,,49184
123,Rabobank,deelnemers_actief,,32010
129,SNS REAAL,deelnemers_totaal,20928,21118
129,SNS REAAL,deelnemers_gepensioneerd,4688,4821
129,SNS REAAL,deelnemers_slapers,11523,11833
129,SNS REAAL,deelnemers_actief,4717,4464
186,Pensioenkring Ballast Nedam (Stap),deelnemers_totaal,,5771
186,Pensioenkring Ballast Nedam (Stap),deelnemers_gepensioneerd,,2668
186,Pensioenkring Ballast Nedam (Stap),deelnemers_slapers,,3087
186,Pensioenkring Ballast Nedam (Stap),deelnemers_actief,,16
70,Abbott / Abbott Nederland,deelnemers_totaal,4221,3767
70,Abbott / Abbott Nederland,deelnemers_gepensioneerd,405,455
70,Abbott / Abbott Nederland,deelnemers_slapers,1592,1615
70,Abbott / Abbott Nederland,deelnemers_actief,2224,1697
132,Thales Nederland,deelnemers_totaal,6377,6790
132,Thales Nederland,deelnemers_gepensioneerd,,2289
132,Thales Nederland,deelnemers_slapers,,1628
132,Thales Nederland,deelnemers_actief,,2873
90,DOW,deelnemers_totaal,4900,4832
90,DOW,deelnemers_gepensioneerd,3009,3081
90,DOW,deelnemers_slapers,904,839
90,DOW,deelnemers_actief,987,912
170,Kring Douwe Egberts (Stap),deelnemers_totaal,,8388
170,Kring Douwe Egberts (Stap),deelnemers_gepensioneerd,,4401
170,Kring Douwe Egberts (Stap),deelnemers_slapers,,3938
170,Kring Douwe Egberts (Stap),deelnemers_actief,,49
12,Banden- en Wielenbranche (Tire and Wheel Branch),deelnemers_totaal,21912,23247
12,Banden- en Wielenbranche (Tire and Wheel Branch),deelnemers_gepensioneerd,1870,2068
12,Banden- en Wielenbranche (Tire and Wheel Branch),deelnemers_slapers,12734,13858
12,Banden- en Wielenbranche (Tire and Wheel Branch),deelnemers_actief,7136,7165
171,Kring Eastman (Stap),deelnemers_totaal,,1139
171,Kring Eastman (Stap),deelnemers_gepensioneerd,,150
171,Kring Eastman (Stap),deelnemers_slapers,,745
171,Kring Eastman (Stap),deelnemers_actief,,244
3,Huisartsen (SPH - General Practitioners),deelnemers_totaal,25951,26513
3,Huisartsen (SPH - General Practitioners),deelnemers_gepensioneerd,7936,8089
3,Huisartsen (SPH - General Practitioners),deelnemers_slapers,2161,2465
3,Huisartsen (SPH - General Practitioners),deelnemers_actief,15854,15959
188,Pensioenkring GE Nederland (Stap),deelnemers_totaal,,2635
188,Pensioenkring GE Nederland (Stap),deelnemers_gepensioneerd,,251
188,Pensioenkring GE Nederland (Stap),deelnemers_slapers,,1857
188,Pensioenkring GE Nederland (Stap),deelnemers_actief,,527
96,Forbo,deelnemers_totaal,1749,2549
96,Forbo,deelnemers_gepensioneerd,,873
96,Forbo,deelnemers_slapers,,778
96,Forbo,deelnemers_actief,,898
176,Kring SVG (Stap),deelnemers_totaal,,6617
176,Kring SVG (Stap),deelnemers_gepensioneerd,,3216
176,Kring SVG (Stap),deelnemers_slapers,,3375
176,Kring SVG (Stap),deelnemers_actief,,26
14,Beton / Betonproductenindustrie (Concrete Industry),deelnemers_gepensioneerd,,8383
14,Beton / Betonproductenindustrie (Concrete Industry),deelnemers_slapers,,13979
14,Beton / Betonproductenindustrie (Concrete Industry),deelnemers_actief,,6716
